Source,Target,Weight
smitten,kitchen,1
kitchen,welcom,1
kitchen,teach,1
welcom,second,1
second,episod,1
episod,sous-chef,1
sous-chef,seri,1
seri,sporad,1
sporad,featur,1
featur,sk,1
sk,invit,1
invit,cook,1
cook,admir,1
cook,time,1
cook,juli,1
admir,small,1
admir,behind-the-scen,1
small,kitchen,1
teach,—,1
—,thu,1
—,make,1
—,fare,1
—,’,1
—,thin,1
—,across-the-street,1
—,see,1
thu,us,1
us,—,1
make,one,1
make,potato,1
make,appl,1
make,look,1
one,specialti,1
one,stun,1
one,’,1
specialti,spoiler,1
spoiler,’,1
’,sou,1
’,bonni,1
’,need,1
’,blow,1
’,lucki,1
’,finish,1
’,written,1
’,begrudgingli,1
’,seen,1
’,cookbook,1
’,probabl,1
’,complic,1
sou,previous,1
previous,make,1
potato,vareniki,1
vareniki,kachka,1
kachka,’,1
bonni,frumpkin,1
frumpkin,almost,1
almost,without,1
without,fail,1
fail,bafflingli,1
bafflingli,short,1
short,ingredi,1
ingredi,list,1
ingredi,—,1
list,stunningli,1
stunningli,delici,1
delici,outcom,1
outcom,like,1
like,rivet,1
like,snug,1
like,drank,1
rivet,’,1
need,recip,1
recip,5-,1
5-,10-,1
10-,fewer,1
fewer,ingredi,1
fare,poorli,1
poorli,arbitrarili,1
arbitrarili,restrict,1
restrict,confin,1
confin,—,1
blow,mind,1
mind,make,1
appl,tart,3
appl,sugar,1
appl,tast,1
appl,either,1
appl,dissolv,1
appl,”,1
tart,tatin,2
tart,look,1
tatin,appl,1
tatin,mediocr,1
tatin,explain,1
sugar,butter,1
butter,lemon,1
lemon,juic,1
juic,sheet,1
sheet,defrost,1
defrost,puf,1
puf,pastri,1
pastri,abl,1
pastri,’,1
abl,made,1
made,well,1
well,upside-down,1
upside-down,appl,1
look,like,1
look,—,1
look,techniqu,1
look,exactli,1
snug,copper,1
copper,cobbleston,1
cobbleston,top,1
top,rippl,1
rippl,puff,1
puff,flaki,1
flaki,pastri,1
lucki,appl,1
tast,like,1
drank,cup,1
cup,caramel,1
caramel,nap,1
nap,’,1
finish,love,1
love,enough,1
enough,’,1
written,twice,1
twice,eleven,1
eleven,year,1
year,effort,1
effort,were…,1
were…,mediocr,1
mediocr,best,1
mediocr,spot,1
best,mean,1
mean,look,1
thin,spars,1
spars,pale,1
pale,appl,1
either,under-,1
under-,overcook,1
overcook,way,1
way,mani,1
mani,appl,1
dissolv,long,1
long,cook,1
time,despit,1
time,essenti,1
despit,“,1
“,good,1
“,quick,1
good,bake,1
good,appl,1
bake,appl,1
”,’,1
begrudgingli,resign,1
resign,life,1
life,tatin,1
spot,one,1
stun,one,1
seen,date,1
date,magazin,1
magazin,stand,1
stand,feel,1
feel,knew,1
knew,cooked/styl,1
cooked/styl,—,1
across-the-street,neighbor,1
neighbor,name,1
name,susan,1
susan,spungen,1
spungen,’,1
cookbook,author,1
author,food,1
food,stylist,1
stylist,whether,1
whether,realiz,1
realiz,’,1
probabl,admir,1
behind-the-scen,handiwork,1
handiwork,movi,1
movi,—,1
movi,scene,1
see,croissant,1
croissant,scene,1
scene,’,1
scene,”,1
complic,oh,1
oh,everyth,1
everyth,ami,1
ami,adam,1
adam,meryl,1
meryl,streep,1
streep,cook,1
juli,julia,1
julia,latter,1
latter,project,1
project,got,1
got,good,1
explain,“,1
quick,shot,1
shot,work,1
work,hard,1
hard,get,1
get,right,1
right,look,1
techniqu,could,1
could,make,1
exactli,time,1
essenti,movi,1
