Source,Target,Weight
smitten,kitchen,1
kitchen,intend,1
intend,go,1
go,appl,2
appl,pie,5
appl,pick,1
appl,way,1
appl,bag,1
pie,make,1
pie,4.25,1
pie,recip,3
pie,’,2
pie,made,1
pie,12,1
pie,okay,1
make,bender,1
make,youtub,1
make,yearli,1
bender,mere,1
mere,alway,1
alway,octob,1
octob,go,1
pick,balk,1
balk,price,1
price,bag,1
bag,insist,1
bag,still,1
bag,look,1
insist,upon,1
upon,fill,1
fill,way,1
way,past,1
way,home,1
way,differ,1
way,’,1
past,brim,1
brim,econom,1
econom,ate,1
ate,appl,1
home,home,1
home,bag,1
home,small,1
still,overflow,1
still,grow,1
overflow,made,1
made,appl,1
made,ration,2
made,anoth,1
made,third,1
made,much,1
4.25,pound,1
pound,appl,1
look,exactli,1
exactli,full,1
full,orchard,1
orchard,might,1
might,still,1
grow,’,1
’,explan,1
’,site,1
’,tweak,1
’,ever,2
’,time,1
’,want,1
’,written,1
’,okay,1
’,person,1
’,project,2
’,littl,1
’,insid,1
explan,new,1
new,watch,1
new,post,1
watch,make,1
youtub,start,1
start,appl,1
recip,’,2
recip,want,1
recip,would,1
site,12,1
12,year,2
year,year,1
year,’,2
year,old,1
tweak,littl,1
tweak,lot,1
tweak,best,1
littl,home,1
littl,differ,1
small,way,1
differ,spice,1
differ,day,1
spice,level,1
level,brown,1
brown,sugar,1
sugar,work,1
work,thinner,1
thinner,slice,1
slice,time,1
slice,pie-brag,1
time,help,1
time,us,1
help,geniu,1
geniu,bravetart,1
bravetart,book,1
book,tweak,1
lot,best,1
best,appl,2
ever,made,2
ration,thing,2
thing,brought,1
thing,made,1
brought,slice,1
pie-brag,everyon,1
everyon,saw,1
saw,coupl,1
coupl,day,1
day,ran,1
day,skip,1
ran,pie,1
anoth,one,1
one,use,1
one,think,1
use,tweak,1
third,one,1
think,’,1
think,made,1
us,talk,1
talk,think,1
talk,new,1
much,better,1
better,loyalti,1
loyalti,old,1
old,pie,1
old,—,1
want,talk,1
want,chang,1
post,know,1
know,peopl,1
peopl,make,1
yearli,’,1
chang,way,1
written,pie,1
—,pie,1
—,’,1
would,middl,1
middl,school,1
school,right,1
right,—,1
right,recip,1
okay,’,1
okay,waaah,1
person,toddler,1
toddler,year,1
project,’,1
project,pie,1
waaah,’,1
skip,right,1
insid,basebal,1
