Source,Target,Weight
even,peopl,1
last,two,1
2018,could,1
bite,warm,1
happen,—,1
pie,signific,1
pie,deep-dish,1
pie,sometim,1
pie,may,1
pie,know,1
pie,pillow,1
alway,cake,1
alway,happen,1
divid,wherein,1
deserv,obituari,1
deserv,chanc,1
find,evid,1
work,kitchen,1
bare,sweeten,1
refer,dutch,1
tradit,look,1
save,dainti,1
home,cook,2
butteri,tast,1
butteri,rustic,1
precis,agre,1
earli,go,1
singl,bite,1
rememb,one,1
rememb,send,1
cream,realli,1
cream,wonder,1
rightli,deserv,1
cook,site,1
cook,use,1
cook,make,1
cook,wish,1
peopl,’,1
fortun,around,1
agre,basic,1
throw,hand,1
—,figur,1
—,time,1
half,fall,1
american-styl,pie,1
guess,cook,1
understand,seem,1
fragrant,butteri,1
signific,amount,1
list,2018,1
much,much,1
much,easier,1
video,home,1
part,last,1
proper,way,1
mani,thing,1
sometim,alway,1
around,time,1
whip,cream,1
come,cook,1
lead,prematur,1
make,educ,1
make,two,1
dutch-sound,speak,1
end,result,1
rustic,fanci,1
ever,want,1
fall,town,1
right,cours,1
ye,lattic,1
chanc,’,1
first,watch,1
seem,divid,1
eat,mani,1
eat,mit,1
eat,american,1
good,friend,1
good,omen,1
appl,pie,5
dough,’,1
dough,sweet,1
like,cake,1
kitchen,abandon,1
kitchen,alway,1
lattic,shini,1
tast,american,1
top,dutch,1
top,shini,1
prematur,rightli,1
smitten,kitchen,1
mit,schlag,1
tri,understand,1
onlin,spend,1
town,obsess,1
amount,time,1
amount,save,1
cross-cross,top,1
dainti,dollop,1
go,—,1
way,eat,1
thing,earli,1
thing,think,1
thing,worth,1
thing,’,1
watch,lot,1
races…,sort,1
christma,tradit,1
two,month,1
two,recip,1
realli,inordin,1
know,singl,1
easier,look,1
dollop,differ,1
also,want,1
warm,pie,1
deep,site,1
wherein,american,1
realiz,dutch,1
warn,one,1
differ,parti,1
evid,devot,1
time,person,1
time,tri,1
time,rememb,1
time,hope,1
hope,could,1
hope,good,1
could,work,1
could,fill,1
dutch,appl,3
dutch,dutch-sound,1
dutch,happi,1
’,cross-cross,1
’,good,1
’,mom,1
’,even,1
’,christma,1
’,fragrant,1
’,think,1
’,archiv,1
’,ever,1
sweeten,cream,1
archiv,find,1
cookie-lik,dough,1
send,sampl,1
obituari,spend,1
speak,languag,1
wish,list,1
site,larg,1
site,’,1
languag,make,1
fill,five,1
cours,ye,1
better,part,1
obsess,dutch,1
month,lead,1
american,home,1
american,counterpart,1
american,appl,1
counterpart,end,1
everyon,’,1
shini,finish,1
shini,dough,1
basic,throw,1
schlag,whip,1
pleas,rememb,1
figur,thing,1
educ,guess,1
friend,’,1
crumb,top,1
recip,precis,1
fanci,proper,1
happi,set,1
finish,fortun,1
calendar,much,1
wonder,’,1
cake,pan,1
cake,pleas,1
pillow,bare,1
pan,crumb,1
mom,dutch,1
omen,year,1
want,warn,1
want,eat,1
spend,time,1
spend,half,1
person,better,1
air,hope,1
one,son,1
one,thing,1
sweet,butteri,1
year,come,1
five,calendar,1
parti,also,1
set,right,1
larg,refer,1
think,deserv,1
think,look,1
look,like,1
look,realiz,1
look,gloriou,1
look,deep,1
gloriou,thing,1
worth,eat,1
son,’,1
devot,american-styl,1
deep-dish,appl,1
inordin,amount,1
use,cookie-lik,1
lot,video,1
result,look,1
sampl,races…,1
sort,first,1
may,everyon,1
abandon,onlin,1
hand,air,1
