Source,Target,Weight
format,perform,1
small,commiss,1
goal,import,1
4,year,1
rest,exercis,1
rest,60-90,1
8-10,rep,4
posterior,chain,1
full,bodi,1
commiss,thank,1
hope,2021,1
share,bodyweight,1
product,compani,1
one-on-on,onlin,1
hamstr,see,1
work,whole,1
work,core,1
import,stay,1
—,expert,1
—,way,1
—,great,1
three,four,1
three,five,1
content,pure,1
content,thank,1
sinc,last,1
60-90,second,1
core,shoulder,1
link,may,2
stretch,afterward,1
still,stuck,1
still,reach,1
train,past,1
train,london,1
train,hundr,1
receiv,product,1
receiv,compens,1
receiv,small,1
anoth,great,1
celebr,new,1
per,week,1
unless,otherwis,1
everi,time,1
place,load,1
motiv,—,1
motiv,ftc,1
articl,help,1
multitask,see,1
hundr,client,1
good,morn,1
good,articl,1
often,receiv,1
superstar,tash,1
foundat,compound,1
number,rep,1
got,motiv,1
equipment-fre,home,1
compound,exercis,1
alway,entir,1
plank,opposit,1
shoulder,tap,1
shoulder,chest,1
two,time,1
onlin,well,1
thousand,client,1
afterward,—tash,1
strengthen,engag,1
rais,8-10,1
wherev,may,1
wherev,fantast,1
find,easi,1
lap,circuit,1
entir,unless,1
compens,review,1
digit,via,1
stuck,home,1
bodi,bodyweight,1
bodi,realli,1
bodi,weight,1
bodi,exercis,1
five,time,1
forget,stretch,1
lower,bodi,2
lower,back,1
lower,ab,1
incorpor,bodyweight,1
possibl,repeat,1
compani,review,1
room,…,1
giphi,’,1
giphi,today,1
giphi,us,1
giphi,foundat,1
giphi,anoth,1
giphi,fantast,1
despit,celebr,1
despit,still,1
bedroom,…,1
support,good,1
year,’,1
year,hope,1
london,sinc,1
four,time,1
weight,resist,1
weight,place,1
weight,increas,1
repeat,circuit,3
revers,lung,1
via,giphi,6
use,bodi,1
use,content,1
tri,suitabl,1
ensur,progress,1
otherwis,state,1
person,train,1
10-12,rep,1
fantast,effect,1
fantast,upper-bodi,1
level,fit,1
level,repeat,1
increas,number,1
increas,rep,1
side,via,1
lung,6-8,1
help,thousand,1
help,use,1
includ,purchas,1
editori,affili,1
2021,bring,1
2021,goal,1
strength,time,1
engag,lower,1
’,love,1
’,got,1
’,help,1
’,share,1
’,forget,1
leg,good,1
leg,rais,1
progress,workout,1
load,one,1
tash,tri,1
us,unfortun,1
perform,exercis,2
well,person,1
upper-bodi,exercis,1
upper-bodi,strength,1
bring,despit,1
stay,activ,1
tap,10-12,1
expert,one-on-on,1
see,push-up,1
see,ly,1
see,depend,1
way,lower,1
new,bodyweight,1
new,year,1
basement,…,1
comfort,live,1
ab,exercis,1
ab,see,1
ftc,disclosur,1
band,home,1
week,ad,1
opinion,alway,1
fit,workout,1
fit,level,1
ly,leg,1
effect,equipment-fre,1
effect,use,1
effect,full,1
disclosur,often,1
littl,rest,1
ultim,ab,1
ad,weight,1
opposit,shoulder,1
home,workout,3
home,despit,1
home,feel,1
whole,lower,1
privat,train,1
back,back,1
back,littl,1
back,hamstr,1
thank,support,1
thank,lot,1
exercis,back,1
exercis,possibl,1
exercis,work,2
exercis,lower,1
exercis,target,1
exercis,get,1
exercis,realli,1
exercis,three,1
exercis,’,1
great,exercis,1
great,multitask,1
suitabl,level,1
strang,time,1
someth,one,1
feel,free,1
circuit,format,1
circuit,three,1
circuit,rest,1
circuit,exercis,1
circuit,one,1
depend,fit,1
love,via,1
review,thought,1
review,content,1
may,via,1
may,includ,1
may,receiv,1
state,receiv,1
morn,8-10,1
get,upper-bodi,1
spring,train,1
realli,effect,2
realli,strengthen,1
one,leg,1
one,two,1
one,link,1
client,privat,1
client,digit,1
last,spring,1
6-8,rep,1
chain,—,1
look,new,1
affili,link,1
activ,strang,1
—tash,motiv,1
second,weight,1
…,basement,1
…,bedroom,1
…,wherev,1
past,4,1
resist,band,1
free,incorpor,1
push-up,8-10,1
purchas,someth,1
squat,8-10,1
bodyweight,home,2
bodyweight,squat,1
bodyweight,revers,1
workout,’,1
workout,comfort,1
workout,superstar,1
workout,circuit,1
workout,repeat,1
chest,—,1
reach,2021,1
pure,editori,1
easi,increas,1
target,posterior,1
thought,opinion,1
unfortun,still,1
live,room,1
time,wherev,1
time,lap,1
time,plank,1
time,find,1
time,per,1
time,perform,1
today,’,1
lot,info,1
rep,via,2
rep,side,1
rep,realli,1
rep,exercis,1
rep,ultim,1
rep,ensur,1
rep,everi,1
